GENE	REALFC	PVAL	LOG2FC	LOGPVAL	DEG
Slc7a14_uc008ovx.2	0.606012956946	1.0	-0.722579455114	-0.0	0
AK009067_uc009hev.1	0.495873894119	0.00846042432104	-1.01195481996	2.07260785497	1
Cib1_uc009hzs.1	1.09568338668	0.988298894968	0.131830971245	0.00511169022587	0
4930442L01Rik_uc008qoh.1	1.03537291363	0.968983564317	0.050150481486	0.013683589293	0
9230116N13Rik_uc007cus.1	1.18135091537	0.991907294118	0.240437574954	0.00352891608628	0
Shisa2_uc007uer.2	0.525748467807	0.92395041883	-0.927555354382	0.0343513333321	0
Sox11_uc007nfn.2	0.281916022725	0.294811927969	-1.82666261893	0.530454949083	0
Armc12_uc008brd.2	5.67908449453	0.757440274633	2.50565837662	0.120651606284	0
Nus1_uc007fbi.2	0.918560852449	0.990513758237	-0.122552795305	0.00413948773262	0
Isoc2b_uc009eyw.1	0.703956867269	0.482317863151	-0.506441059892	0.316666653226	0
Olfr1372-ps1_uc011xuo.1	0.59534102516	1.0	-0.748211780473	-0.0	0
AI182371_uc008jjo.2	1.01591492887	1.0	0.0227795981342	-0.0	0
Fbxl12_uc009oiz.2	0.743973838763	0.964058056991	-0.426676203864	0.0158968114585	0
Pnmal2_uc009fio.2	1.08961129199	0.983411558568	0.123813559654	0.00726469151811	0
Cmtm6_uc009ryb.1	1.42657332581	1.26565424807e-14	0.512553903291	13.8976849189	1
Gm14461_uc008kgl.1	1.96001319981	1.0	0.970863370276	-0.0	0
Itm2c_uc011wof.1	0.821449296927	0.995217039912	-0.283756565762	0.00208219668427	0
Atp8a2_uc007ues.1	1.35137757721	0.959203182533	0.434430822457	0.0180893889646	0
AK205332_uc008pnk.1	1.67178442246	1.0	0.741388823077	-0.0	0
Papolb_uc009aiw.1	13.2117780992	0.217954710856	3.72375273878	0.661633739738	0
TCRB13-1-1_uc012ekj.1	0.019282526663	1.0	-5.69656208399	-0.0	0
Adam26a_uc009lof.1	24.9109283484	0.172373597061	4.63870688197	0.763529255501	0
Paf1_uc009fyu.1	0.866910356027	0.999999999995	-0.206045277452	2.26530165169e-12	0
Tmem246_uc008svx.2	0.710743221935	1.0	-0.492599659307	-0.0	0
Tmem19_uc007hba.1	1.06600463384	0.990313070292	0.0922137093929	0.00422748903203	0
4930524O05Rik_uc029trg.1	50.4752739334	1.0	5.65750493009	-0.0	0
Tmem33_uc008xpo.2	1.17542382487	0.999999999862	0.23318104597	5.99877740669e-11	0
Sowahc_uc011xed.1	0.74330641422	0.989618947753	-0.427971037357	0.00453199807382	0
Gm5893_uc009fqn.1	6.6614255162	0.693467957664	2.73583094082	0.15897360111	0
Tshz2_uc008obo.2	1.00506234781	0.994884733979	0.00728500000232	0.00222723312039	0
Gng12_uc009cew.2	1.1152097055	0.435459459526	0.157315021931	0.361052270791	0
Tex38_uc008ufi.2	2.13717185178	0.917560220001	1.09570292098	0.0373654231457	0
Foxr2_uc009uqs.2	1.3710658136	1.0	0.455297824708	-0.0	0
AK213775_uc009irq.1	2.38165502676	0.900809053101	1.25196445971	0.0453672578259	0
Hdac4_uc029qrt.1	0.418561199099	0.00660855090648	-1.25648951588	2.17989376023	1
Cct6b_uc007kmx.2	2.00839362398	0.938643896533	1.00604205002	0.0274991394732	0
4933427D14Rik_uc007jyd.1	0.99448284046	0.986057972241	-0.00798161693762	0.00609755130186	0
Lztfl1_uc009sgm.1	1.24943622525	0.84664212164	0.321277264076	0.0723001285616	0
Leo1_uc009qsh.1	2.01846696084	1e-17	1.01325997234	17.0	1
Chd3_uc029rmh.2	0.926238495584	0.98268979514	-0.110544376462	0.0075835539076	0
Fez1_uc009ouc.1	0.654523382026	0.907672408349	-0.611483363328	0.0420708661454	0
Bcl2a1a_uc009qzh.1	0.439533028086	0.891929849471	-1.18595651617	0.0496693016616	0
Cab39_uc007bum.2	1.0593662404	0.994287863091	0.0832014390668	0.00248786182715	0
TCRB_uc009boh.1	50.4752739334	1.0	5.65750493009	-0.0	0
Dtd1_uc008mro.2	0.768184675135	0.954601801405	-0.380474911709	0.0201777504227	0
D630003M21Rik_uc008npv.3	0.884181925611	0.985409450771	-0.177584851772	0.00638327685106	0
AK205703_uc007upr.1	0.686675038511	1.0	-0.542300574073	-0.0	0
Nme5_uc008ekr.1	1.0593672821	0.996376902698	0.0832028576963	0.00157634852525	0
Sptssa_uc007nnt.1	1.19419492246	0.428386865706	0.256038339718	0.368163853057	0
Fgf18_uc007ikc.2	0.718259940798	0.957406340523	-0.477422039931	0.018903700684	0
Cd81_uc009kou.2	0.786809641857	0.00547125515203	-0.345913457842	2.26191303142	1
Kcna1_uc009dvb.1	1.07800251864	0.9815994182	0.108360548795	0.0080657076901	0
Ripk1_uc007qaw.1	1.00063858876	0.995525740454	0.00092099479494	0.0019475063119	0
Hyal2_uc009rlt.1	0.669449482138	0.733367240526	-0.578952903592	0.134678493853	0
Tpx2_uc008ngo.2	0.64486602735	0.892555373447	-0.632928626994	0.0493648310854	0
Vps39_uc008lvj.2	0.893855776024	0.937505176948	-0.161886024105	0.028026325399	0
Asgr1_uc007jtr.1	1.23345345747	1.0	0.30270327872	-0.0	0
Cmas_uc009eps.2	1.07403811827	0.992014204255	0.103045196363	0.00348210931206	0
Ndufa7_uc008bzu.2	0.740906820718	0.956718138961	-0.432635979806	0.0192159919243	0
Ebf1_uc007inj.1	1.04171737608	0.991689967344	0.058963919235	0.00362408038288	0
Ube2k_uc008xnu.1	0.970152507567	0.993288883124	-0.0437165387047	0.00292442511931	0
1700125G22Rik_uc029uki.1	8.02659294879	0.848167446079	3.00478773632	0.0715184004211	0
Xrn2_uc008msp.1	0.948170190479	0.997193052722	-0.0767820579964	0.00122075581514	0
1700011B04Rik_uc007qcc.1	3.06061549155	0.979594068435	1.6138218089	0.00895385324679	0
C030037D09Rik_uc007kvs.2	1.64249527532	0.948425661601	0.7158892206	0.0229967038073	0
Sec11c_uc008ffh.1	0.989149351747	0.993478841547	-0.0157397248058	0.00284137777129	0
Shoc2_uc008hxg.2	1.04765316343	0.992269665283	0.0671611765952	0.00337028527612	0
Jrkl_uc012hdj.1	1.14672756523	1.0	0.197522682572	-0.0	0
AK053270_uc007rio.1	0.978070338314	1.0	-0.0319898739961	-0.0	0
Zcwpw2_uc009rzf.1	4.55988729308	1.0	2.18899816568	-0.0	0
Phf20_uc008nmx.1	1.09796840547	0.980679713494	0.134836540743	0.00847280849609	0
AK033041_uc007qgy.1	0.515728019563	1.0	-0.955317665432	-0.0	0
Med27_uc008izr.1	1.02844446619	0.988252799149	0.0404638935145	0.00513194687785	0
Slc5a5_uc009mbz.2	0.869254295207	0.948522131935	-0.202149804194	0.0229525312326	0
Smoc2_uc008amw.3	0.759749060141	0.990205631538	-0.396405109847	0.00427460805994	0
Krr1_uc007hag.2	1.22157555971	1.0	0.288743103264	1.7357894398e-15	0
Ugt2b37_uc008xyg.1	0.019282526663	1.0	-5.69656208399	-0.0	0
Tmco2_uc008unz.1	11.2561165012	0.307951607497	3.4926372606	0.511517524565	0
Dad1_uc007tvm.2	0.855436881511	0.888749495216	-0.225266685632	0.0512206329287	0
AK134270_uc007vnw.1	0.440295268657	0.796347623838	-1.1834567535	0.0988973114601	0
